,country,cdn,values
7499,AE,facebookcdn,128.753445
7500,AE,facebookcdn,121.07711
7501,AE,facebookcdn,133.78978
7502,AE,facebookcdn,133.64452
7503,AE,facebookcdn,134.453815
7504,AE,facebookcdn,128.948735
7505,AE,facebookcdn,121.18743
7506,AE,facebookcdn,128.967595
7507,AE,facebookcdn,133.806375
7508,AE,facebookcdn,133.805835
7509,AE,facebookcdn,133.65752
7510,AE,facebookcdn,250.17138
7511,AE,facebookcdn,128.89803
7512,AE,facebookcdn,121.434545
7513,AE,facebookcdn,133.752045
7514,AE,facebookcdn,133.66578
7515,AE,facebookcdn,133.54229
7516,AE,facebookcdn,121.32042
7517,AE,facebookcdn,250.012945
7518,AE,facebookcdn,128.83995
7519,AE,facebookcdn,134.68465
7520,AE,facebookcdn,134.404505
7521,AE,facebookcdn,133.61172
7522,AE,facebookcdn,121.402385
7523,AE,facebookcdn,249.81165
7524,AE,facebookcdn,128.97901
7525,AE,facebookcdn,134.529355
7526,AE,facebookcdn,134.495515
7527,AE,facebookcdn,133.533795
7528,AE,facebookcdn,121.321375
7529,AE,facebookcdn,122.167465
7530,AE,facebookcdn,128.88822
7531,AE,facebookcdn,133.66833
7532,AE,facebookcdn,133.66029
7533,AE,facebookcdn,133.66182
7534,AE,facebookcdn,128.783415
7535,AE,facebookcdn,249.83769
7536,AE,facebookcdn,121.274365
7537,AE,facebookcdn,133.562495
7538,AE,facebookcdn,133.41498
7539,AE,facebookcdn,133.480065
7540,AE,facebookcdn,249.95358
7541,AE,facebookcdn,128.81974
7542,AE,facebookcdn,121.149885
7543,AE,facebookcdn,133.78673
7544,AE,facebookcdn,133.642645
7545,AE,facebookcdn,133.54064
7546,AE,facebookcdn,250.0993
7547,AE,facebookcdn,121.3689
7548,AE,facebookcdn,128.853975
7549,AE,facebookcdn,133.64082
7550,AE,facebookcdn,134.169385
7551,AE,facebookcdn,133.519545
7552,AE,facebookcdn,121.35377
7553,AE,facebookcdn,121.318855
7554,AE,facebookcdn,249.90821
7555,AE,facebookcdn,133.70348
7556,AE,facebookcdn,133.636595
7557,AE,facebookcdn,133.762345
7558,AE,facebookcdn,136.648425
7559,AE,facebookcdn,120.1277
7560,AE,facebookcdn,136.59041
7561,AE,facebookcdn,133.710035
7562,AE,facebookcdn,133.548505
7563,AE,facebookcdn,133.51428
7564,AE,facebookcdn,250.03774
7565,AE,facebookcdn,127.174755
7566,AE,facebookcdn,249.84339
7567,AE,facebookcdn,133.70497
7568,AE,facebookcdn,133.414905
7569,AE,facebookcdn,133.67164
7570,AE,facebookcdn,250.16769
7571,AE,facebookcdn,127.22593
7572,AE,facebookcdn,121.264335
7573,AE,facebookcdn,133.75548
7574,AE,facebookcdn,133.692215
7575,AE,facebookcdn,133.59461
7576,AE,facebookcdn,127.52222
7577,AE,facebookcdn,249.843595
7578,AE,facebookcdn,121.878
7579,AE,facebookcdn,133.896335
7580,AE,facebookcdn,133.61333
7581,AE,facebookcdn,133.6815
7582,AE,facebookcdn,122.06002
7583,AE,facebookcdn,249.88822
7584,AE,facebookcdn,122.020035
7585,AE,facebookcdn,133.703375
7586,AE,facebookcdn,133.568985
7587,AE,facebookcdn,133.640295
7588,AE,facebookcdn,127.30424
7589,AE,facebookcdn,249.963585
7590,AE,facebookcdn,249.8196
7591,AE,facebookcdn,133.85943
7592,AE,facebookcdn,133.640125
7593,AE,facebookcdn,133.51927
7594,AE,facebookcdn,121.88726
7595,AE,facebookcdn,127.08435
7596,AE,facebookcdn,127.18469
7597,AE,facebookcdn,133.68783
7598,AE,facebookcdn,134.39491
7599,AE,facebookcdn,133.656235
7600,AE,facebookcdn,121.998185
7601,AE,facebookcdn,121.943485
7602,AE,facebookcdn,122.102255
7603,AE,facebookcdn,133.776875
7604,AE,facebookcdn,133.727105
7605,AE,facebookcdn,133.698535
7606,AE,facebookcdn,249.951615
7607,AE,facebookcdn,250.030505
7608,AE,facebookcdn,127.056975
7609,AE,facebookcdn,134.0438
7610,AE,facebookcdn,133.62203
7611,AE,facebookcdn,133.560155
7612,AE,facebookcdn,249.99529
7613,AE,facebookcdn,250.090875
7614,AE,facebookcdn,132.31412
7615,AE,facebookcdn,133.76507
7616,AE,facebookcdn,133.63043
7617,AE,facebookcdn,133.504705
7618,AE,facebookcdn,132.654145
7619,AE,facebookcdn,126.92382
7620,AE,facebookcdn,132.55135
7621,AE,facebookcdn,133.545675
7622,AE,facebookcdn,133.86118
7623,AE,facebookcdn,133.412875
7624,AE,facebookcdn,132.692665
7625,AE,facebookcdn,249.818665
7626,AE,facebookcdn,127.03804
7627,AE,facebookcdn,133.613475
7628,AE,facebookcdn,133.454205
7629,AE,facebookcdn,133.243985
7630,AE,facebookcdn,249.83981
7631,AE,facebookcdn,132.69815
7632,AE,facebookcdn,126.658295
7633,AE,facebookcdn,133.515735
7634,AE,facebookcdn,133.39144
7635,AE,facebookcdn,133.41484
7636,AE,facebookcdn,250.33071
7637,AE,facebookcdn,126.99713
7638,AE,facebookcdn,126.890585
7639,AE,facebookcdn,133.62496
7640,AE,facebookcdn,133.480895
7641,AE,facebookcdn,133.476205
7642,AE,facebookcdn,134.607965
7643,AE,facebookcdn,134.38836
7644,AE,facebookcdn,250.37287
7645,AE,facebookcdn,133.592305
7646,AE,facebookcdn,133.6237
7647,AE,facebookcdn,133.42018
7648,AE,facebookcdn,134.58154
7649,AE,facebookcdn,134.52508
7650,AE,facebookcdn,250.317965
7651,AE,facebookcdn,134.832475
7652,AE,facebookcdn,133.49593
7653,AE,facebookcdn,133.450155
7654,AE,facebookcdn,126.879115
7655,AE,facebookcdn,127.010265
7656,AE,facebookcdn,126.89542
7657,AE,facebookcdn,134.39163
7658,AE,facebookcdn,133.414885
7659,AE,facebookcdn,134.69192
7660,AE,facebookcdn,126.919565
7661,AE,facebookcdn,134.51969
7662,AE,facebookcdn,126.95676
7663,AE,facebookcdn,133.827485
7664,AE,facebookcdn,133.434755
7665,AE,facebookcdn,133.49019
7666,AE,facebookcdn,250.501535
7667,AE,facebookcdn,134.47233
7668,AE,facebookcdn,126.936075
7669,AE,facebookcdn,133.5298
7670,AE,facebookcdn,133.307
7671,AE,facebookcdn,133.495325
7672,AE,facebookcdn,127.253495
7673,AE,facebookcdn,131.58339
7674,AE,facebookcdn,126.809215
7675,AE,facebookcdn,133.539725
7676,AE,facebookcdn,133.20946
7677,AE,facebookcdn,133.13728
7678,AE,facebookcdn,250.00663
7679,AE,facebookcdn,249.770515
7680,AE,facebookcdn,249.814675
7681,AE,facebookcdn,133.481455
7682,AE,facebookcdn,133.264465
7683,AE,facebookcdn,133.297145
7684,AE,facebookcdn,126.80372
7685,AE,facebookcdn,249.92002
7686,AE,facebookcdn,129.95947
7687,AE,facebookcdn,133.82151
7688,AE,facebookcdn,133.239315
7689,AE,facebookcdn,133.999725
7690,AE,fastly,129.613285
7691,AE,fastly,129.471035
7692,AE,fastly,129.40835
7693,AE,fastly,120.59814
7694,AE,fastly,121.50901
7695,AE,fastly,120.77991
7696,AE,fastly,121.782
7697,AE,fastly,121.534585
7698,AE,fastly,120.348845
7699,AE,fastly,129.623655
7700,AE,fastly,129.322455
7701,AE,fastly,129.376305
7702,AE,fastly,122.00401
7703,AE,fastly,122.36826
7704,AE,fastly,120.347625
7705,AE,fastly,129.769945
7706,AE,fastly,129.513235
7707,AE,fastly,129.57177
7708,AE,fastly,120.43282
7709,AE,fastly,120.40733
7710,AE,fastly,120.510585
7711,AE,fastly,129.802675
7712,AE,fastly,129.486685
7713,AE,fastly,129.49649
7714,AE,fastly,120.38017
7715,AE,fastly,120.049025
7716,AE,fastly,120.65699
7717,AE,fastly,129.71951
7718,AE,fastly,129.561025
7719,AE,fastly,129.42886
7720,AE,fastly,129.56041
7721,AE,fastly,129.36297
7722,AE,fastly,129.44405
7723,AE,fastly,120.57665
7724,AE,fastly,120.265475
7725,AE,fastly,120.305305
7726,AE,fastly,129.61326
7727,AE,fastly,129.45018
7728,AE,fastly,128.98686
7729,AE,fastly,120.47116
7730,AE,fastly,120.490715
7731,AE,fastly,121.92129
7732,AE,fastly,129.64584
7733,AE,fastly,129.24795
7734,AE,fastly,129.404065
7735,AE,fastly,120.262645
7736,AE,fastly,120.359275
7737,AE,fastly,120.289875
7738,AE,fastly,129.63686
7739,AE,fastly,129.426855
7740,AE,fastly,129.47212
7741,AE,fastly,120.367425
7742,AE,fastly,120.202775
7743,AE,fastly,120.26636
7744,AE,fastly,120.193325
7745,AE,fastly,120.041655
7746,AE,fastly,120.58518
7747,AE,fastly,129.902355
7748,AE,fastly,129.45271
7749,AE,fastly,129.36404
7750,AE,fastly,130.17361
7751,AE,fastly,129.50308
7752,AE,fastly,129.73551
7753,AE,fastly,123.54375
7754,AE,fastly,122.29767
7755,AE,fastly,121.79746
7756,AE,fastly,130.0658
7757,AE,fastly,129.726675
7758,AE,fastly,129.810945
7759,AE,fastly,121.498275
7760,AE,fastly,120.63281
7761,AE,fastly,120.79326
7762,AE,fastly,130.34898
7763,AE,fastly,130.13455
7764,AE,fastly,130.15214
7765,AE,fastly,121.00851
7766,AE,fastly,121.61212
7767,AE,fastly,120.5759
7768,AE,fastly,129.78971
7769,AE,fastly,129.61985
7770,AE,fastly,129.564735
7771,AE,fastly,121.026755
7772,AE,fastly,122.44063
7773,AE,fastly,122.13217
7774,AE,fastly,130.001975
7775,AE,fastly,129.69066
7776,AE,fastly,129.78364
7777,AE,fastly,120.877955
7778,AE,fastly,121.01773
7779,AE,fastly,120.561485
7780,AE,fastly,129.931565
7781,AE,fastly,129.75693
7782,AE,fastly,129.759085
7783,AE,fastly,120.70384
7784,AE,fastly,120.646025
7785,AE,fastly,121.980935
7786,AE,fastly,129.939195
7787,AE,fastly,129.64293
7788,AE,fastly,129.72124
7789,AE,fastly,120.72082
7790,AE,fastly,121.11757
7791,AE,fastly,122.05429
7792,AE,fastly,130.094985
7793,AE,fastly,129.68602
7794,AE,fastly,129.75261
7795,AE,fastly,120.80353
7796,AE,fastly,120.484015
7797,AE,fastly,120.682225
7798,AE,fastly,130.136175
7799,AE,fastly,129.6572
7800,AE,fastly,129.87092
7801,AE,fastly,120.753615
7802,AE,fastly,120.88076
7803,AE,fastly,120.75886
7804,AE,fastly,129.890795
7805,AE,fastly,130.108165
7806,AE,fastly,129.60051
7807,AE,fastly,120.86344
7808,AE,fastly,120.717545
7809,AE,fastly,122.29058
7810,AE,fastly,130.083155
7811,AE,fastly,129.9424
7812,AE,fastly,129.95746
7813,AE,fastly,120.827695
7814,AE,fastly,120.778525
7815,AE,fastly,120.90157
7816,AE,fastly,121.57547
7817,AE,fastly,120.576115
7818,AE,fastly,120.64798
7819,AE,fastly,130.1585
7820,AE,fastly,129.94235
7821,AE,fastly,129.92212
7822,AE,fastly,130.2294
7823,AE,fastly,130.129765
7824,AE,fastly,129.90805
7825,AE,fastly,120.7964
7826,AE,fastly,120.68681
7827,AE,fastly,120.52306
7828,AE,fastly,130.16069
7829,AE,fastly,130.28661
7830,AE,fastly,130.179715
7831,AE,fastly,120.939005
7832,AE,fastly,120.738225
7833,AE,fastly,120.5759
7834,AE,fastly,122.39195
7835,AE,fastly,120.611005
7836,AE,fastly,120.791105
7837,AE,fastly,130.15402
7838,AE,fastly,129.918415
7839,AE,fastly,129.884875
7840,AE,fastly,130.26599
7841,AE,fastly,129.91478
7842,AE,fastly,129.96891
7843,AE,fastly,120.774485
7844,AE,fastly,120.546095
7845,AE,fastly,122.569595
7846,AE,fastly,130.24704
7847,AE,fastly,130.03699
7848,AE,fastly,130.193
7849,AE,fastly,121.816875
7850,AE,fastly,120.76866
7851,AE,fastly,120.694585
7852,AE,fastly,120.828055
7853,AE,fastly,121.55855
7854,AE,fastly,120.660655
7855,AE,fastly,130.295435
7856,AE,fastly,130.188085
7857,AE,fastly,130.12091
7858,AE,fastly,120.97861
7859,AE,fastly,120.754225
7860,AE,fastly,120.64919
7861,AE,fastly,129.96718
7862,AE,fastly,129.900935
7863,AE,fastly,129.762835
7864,AE,fastly,129.99417
7865,AE,fastly,129.747245
7866,AE,fastly,129.778655
7867,AE,fastly,121.674825
7868,AE,fastly,120.663165
7869,AE,fastly,121.5578
7870,AE,fastly,129.976375
7871,AE,fastly,129.948705
7872,AE,fastly,129.877335
7873,AE,fastly,120.9259
7874,AE,fastly,120.6356
7875,AE,fastly,120.508705
7876,AE,fastly,130.109075
7877,AE,fastly,129.908955
7878,AE,fastly,129.94377
7879,AE,fastly,120.85867
7880,AE,fastly,120.65681
7881,AE,fastly,120.71158
7882,AE,fastly,130.002975
7883,AE,fastly,129.72391
7884,AE,fastly,129.758325
7885,AE,fastly,121.3148
7886,AE,fastly,121.317965
7887,AE,fastly,120.624285
7888,AE,fastly,129.956285
7889,AE,fastly,129.83935
7890,AE,fastly,130.104525
7891,AE,fastly,122.681425
7892,AE,fastly,120.59232
7893,AE,fastly,120.463945
7894,AE,fastly,120.673635
7895,AE,fastly,120.59957
7896,AE,fastly,120.94743
7897,AE,fastly,129.97018
7898,AE,fastly,129.893185
7899,AE,fastly,129.999885
7900,AE,fastly,129.95895
7901,AE,fastly,129.93994
7902,AE,fastly,129.900865
7903,AE,fastly,120.890045
7904,AE,fastly,121.783175
7905,AE,fastly,120.563845
7906,AE,fastly,120.66483
7907,AE,fastly,120.633845
7908,AE,fastly,121.129145
7909,AE,fastly,129.98081
7910,AE,fastly,129.91097
7911,AE,fastly,129.772615
7912,AE,fastly,128.847615
7913,AE,fastly,128.77042
7914,AE,fastly,128.7827
7915,AE,fastly,122.190235
7916,AE,fastly,120.507435
7917,AE,fastly,120.613555
7918,AE,fastly,129.67388
7919,AE,fastly,128.96109
7920,AE,fastly,128.835885
7921,AE,fastly,121.52985
7922,AE,fastly,120.62354
7923,AE,fastly,120.78606
7924,AE,fastly,131.90198
7925,AE,fastly,131.574975
7926,AE,fastly,131.52961
7927,AE,fastly,122.431345
7928,AE,fastly,120.747575
7929,AE,fastly,120.62736
7930,AE,fastly,120.833715
7931,AE,fastly,120.74803
7932,AE,fastly,122.228515
7933,AE,fastly,131.465575
7934,AE,fastly,131.22834
7935,AE,fastly,131.259015
7936,AE,fastly,131.376245
7937,AE,fastly,131.232245
7938,AE,fastly,131.314025
7939,AE,fastly,120.917485
7940,AE,fastly,120.475195
7941,AE,fastly,120.666915
7942,AE,fastly,131.557225
7943,AE,fastly,131.303615
7944,AE,fastly,131.3308
7945,AE,fastly,121.872915
7946,AE,fastly,120.795545
7947,AE,fastly,125.39021
7948,AE,fastly,131.538445
7949,AE,fastly,131.314635
7950,AE,fastly,131.21064
7951,AE,fastly,122.535705
7952,AE,fastly,121.789015
7953,AE,fastly,120.664405
7954,AE,fastly,131.540915
7955,AE,fastly,131.277645
7956,AE,fastly,131.193145
7957,AE,fastly,120.74614
7958,AE,fastly,120.58711
7959,AE,fastly,120.53729
7960,AE,fastly,121.305385
7961,AE,fastly,120.56475
7962,AE,fastly,120.75881
7963,AE,fastly,131.45614
7964,AE,fastly,131.317755
7965,AE,fastly,131.24406
7966,AE,fastly,131.499705
7967,AE,fastly,131.41453
7968,AE,fastly,131.46151
7969,AE,fastly,120.834315
7970,AE,fastly,121.66006
7971,AE,fastly,121.695335
7972,AE,fastly,131.75516
7973,AE,fastly,131.3895
7974,AE,fastly,131.560665
7975,AE,fastly,120.75432
7976,AE,fastly,120.631735
7977,AE,fastly,120.544535
7978,AE,fastly,131.199195
7979,AE,fastly,131.00359
7980,AE,fastly,131.169275
7981,AE,fastly,120.6519
7982,AE,fastly,120.640945
7983,AE,fastly,120.57984
7984,AE,fastly,131.26422
7985,AE,fastly,131.024
7986,AE,fastly,131.03553
7987,AE,fastly,120.990455
7988,AE,fastly,120.886105
7989,AE,fastly,120.725875
7990,AE,fastly,131.24922
7991,AE,fastly,136.43501
7992,AE,fastly,131.085085
7993,AE,fastly,120.80983
7994,AE,fastly,120.69381
7995,AE,fastly,120.856405
7996,AE,fastly,120.857055
7997,AE,fastly,120.58472
7998,AE,fastly,120.796315
7999,AE,fastly,132.08324
8000,AE,fastly,131.135635
8001,AE,fastly,131.1261
8002,AE,fastly,131.212035
8003,AE,fastly,131.097285
8004,AE,fastly,131.068905
8005,AE,fastly,122.71028
8006,AE,fastly,120.74121
8007,AE,fastly,120.76422
8008,AE,fastly,120.489755
8009,AE,fastly,120.61389
8010,AE,fastly,120.88329
8011,AE,fastly,131.236645
8012,AE,fastly,131.01694
8013,AE,fastly,131.110775
8014,AE,fastly,130.216045
8015,AE,fastly,130.031035
8016,AE,fastly,130.07711
8017,AE,fastly,120.992455
8018,AE,fastly,120.88128
8019,AE,fastly,120.566505
8020,AE,fastly,120.82608
8021,AE,fastly,120.677605
8022,AE,fastly,120.64074
8023,AE,fastly,130.229295
8024,AE,fastly,130.13793
8025,AE,fastly,130.397015
8026,AE,fastly,131.518495
8027,AE,fastly,131.18721
8028,AE,fastly,131.17485
8029,AE,fastly,120.9584
8030,AE,fastly,120.66917
8031,AE,fastly,120.786225
8032,AE,fastly,131.34497
8033,AE,fastly,131.166885
8034,AE,fastly,131.26708
8035,AE,fastly,120.94053
8036,AE,fastly,120.784275
8037,AE,fastly,120.791255
8038,AE,fastly,131.40407
8039,AE,fastly,131.232035
8040,AE,fastly,131.3966
8041,AE,fastly,120.71487
8042,AE,fastly,120.565125
8043,AE,fastly,120.63008
8044,AE,fastly,120.78351
8045,AE,fastly,120.47571
8046,AE,fastly,120.604865
8047,AE,fastly,131.51865
8048,AE,fastly,131.291135
8049,AE,fastly,131.273995
8050,AE,fastly,132.11674
8051,AE,fastly,131.544385
8052,AE,fastly,131.191905
8053,AE,fastly,120.703945
8054,AE,fastly,120.715055
8055,AE,fastly,120.59495
8056,AE,fastly,120.620455
8057,AE,fastly,122.258025
8058,AE,fastly,120.666495
8059,AE,fastly,131.24943
8060,AE,fastly,131.083195
8061,AE,fastly,131.023095
8062,AE,fastly,131.45763
8063,AE,fastly,131.21564
8064,AE,fastly,131.288705
8065,AE,fastly,121.79309
8066,AE,fastly,120.686255
8067,AE,fastly,120.74468
8068,AE,fastly,131.23816
8069,AE,fastly,131.192495
8070,AE,fastly,131.31472
8071,AE,fastly,120.906275
8072,AE,fastly,122.47386
8073,AE,fastly,122.350245
8074,AE,fastly,140.785505
8075,AE,fastly,140.24986
8076,AE,fastly,140.150945
8077,AE,fastly,120.718175
8078,AE,fastly,120.633175
8079,AE,fastly,120.657415
8080,AE,fastly,120.68888
8081,AE,fastly,120.691845
8082,AE,fastly,122.29118
8083,AE,fastly,138.719765
8084,AE,fastly,138.435685
8085,AE,fastly,138.421195
8086,AE,fastly,138.61678
8087,AE,fastly,138.437475
8088,AE,fastly,138.47724
8089,AE,fastly,120.649395
8090,AE,fastly,120.714895
8091,AE,fastly,121.4088
8092,AE,fastly,138.85425
8093,AE,fastly,138.48258
8094,AE,fastly,138.850215
8095,AE,fastly,120.769895
8096,AE,fastly,120.606035
8097,AE,fastly,122.381385
8098,AE,fastly,130.73761
8099,AE,fastly,130.45786
8100,AE,fastly,130.43702
8101,AE,fastly,121.713615
8102,AE,fastly,120.836015
8103,AE,fastly,120.550275
8104,AE,fastly,130.71011
8105,AE,fastly,130.349465
8106,AE,fastly,130.199445
8107,AE,fastly,120.80416
8108,AE,fastly,120.66512
8109,AE,fastly,121.305575
8110,AE,fastly,130.59291
8111,AE,fastly,130.42652
8112,AE,fastly,130.317275
8113,AE,fastly,120.86208
8114,AE,fastly,120.570145
8115,AE,fastly,120.61916
8116,AE,fastly,130.5829
8117,AE,fastly,130.457555
8118,AE,fastly,130.511255
8119,AE,fastly,121.98574
8120,AE,fastly,120.700005
8121,AE,fastly,122.31496
8122,AE,fastly,120.83394
8123,AE,fastly,121.325995
8124,AE,fastly,122.41755
8125,AE,fastly,130.46108
8126,AE,fastly,130.2014
8127,AE,fastly,130.267455
8128,AE,fastly,130.60409
8129,AE,fastly,130.36586
8130,AE,fastly,130.32903
8131,AE,fastly,120.6859
8132,AE,fastly,122.029795
8133,AE,fastly,120.59577
8134,AE,fastly,130.74589
8135,AE,fastly,130.477415
8136,AE,fastly,130.39852
8137,AE,fastly,120.878985
8138,AE,fastly,120.58519
8139,AE,fastly,120.764745
8140,AE,fastly,131.21374
8141,AE,fastly,130.537165
8142,AE,fastly,130.517505
8143,AE,fastly,121.31857
8144,AE,fastly,120.70942
8145,AE,fastly,120.64967
8146,AE,fastly,130.44022
8147,AE,fastly,130.193525
8148,AE,fastly,130.398095
8149,AE,fastly,120.814285
8150,AE,fastly,120.787625
8151,AE,fastly,120.724325
8152,AE,fastly,130.54862
8153,AE,fastly,133.3559
8154,AE,fastly,130.38411
8155,AE,fastly,120.786105
8156,AE,fastly,120.837465
8157,AE,fastly,120.533715
8158,AE,fastly,130.488865
8159,AE,fastly,130.44761
8160,AE,fastly,130.696815
8161,AE,fastly,121.1378
8162,AE,fastly,121.56006
8163,AE,fastly,122.00056
8164,AE,fastly,131.85362
8165,AE,fastly,130.506415
8166,AE,fastly,130.594145
8167,AE,fastly,120.93734
8168,AE,fastly,120.53605
8169,AE,fastly,120.74919
8170,AE,fastly,120.80055
8171,AE,fastly,120.68975
8172,AE,fastly,120.54788
8173,AE,fastly,130.7001
8174,AE,fastly,130.37292
8175,AE,fastly,130.253625
8176,AE,fastly,130.516775
8177,AE,fastly,130.37496
8178,AE,fastly,130.233915
8179,AE,fastly,146.34589
8180,AE,fastly,122.58793
8181,AE,fastly,122.706345
8182,AE,fastly,130.61644
8183,AE,fastly,130.35902
8184,AE,fastly,130.4316
8185,AE,fastly,120.72133
8186,AE,fastly,121.201215
8187,AE,fastly,120.5248
8188,AE,fastly,130.214925
8189,AE,fastly,130.014565
8190,AE,fastly,129.966625
8191,AE,fastly,120.40918
8192,AE,fastly,120.35658
8193,AE,fastly,120.181615
8194,AE,fastly,120.426165
8195,AE,fastly,120.271635
8196,AE,fastly,120.547405
8197,AE,fastly,130.467225
8198,AE,fastly,130.03311
8199,AE,fastly,129.915775
8200,AE,fastly,120.45574
8201,AE,fastly,120.36776
8202,AE,fastly,120.9669
8203,AE,fastly,130.38056
8204,AE,fastly,130.07237
8205,AE,fastly,130.01644
8206,AE,fastly,120.005035
8207,AE,fastly,120.2936
8208,AE,fastly,119.99472
8209,AE,fastly,120.530025
8210,AE,fastly,120.121295
8211,AE,fastly,120.39109
8212,AE,fastly,127.24006
8213,AE,fastly,127.164865
8214,AE,fastly,127.18374
8215,AE,fastly,120.683045
8216,AE,fastly,120.94381
8217,AE,fastly,120.34518
8218,AE,fastly,120.13614
8219,AE,fastly,127.318815
8220,AE,fastly,120.1319
8221,AE,fastly,120.32996
8222,AE,fastly,120.351665
8223,AE,fastly,120.266285
8224,AE,fastly,120.184325
8225,AE,fastly,119.95148
8226,AE,fastly,120.00271
8227,AE,fastly,120.53556
8228,AE,fastly,120.287045
8229,AE,fastly,120.478635
8230,AE,fastly,125.83617
8231,AE,fastly,120.070195
8232,AE,fastly,125.58704
8233,AE,fastly,120.406655
8234,AE,fastly,120.20363
8235,AE,fastly,120.2599
8236,AE,fastly,120.001735
8237,AE,fastly,125.52359
8238,AE,fastly,125.469175
8239,AE,fastly,122.26161
8240,AE,fastly,119.95495
8241,AE,fastly,120.36284
8242,AE,fastly,127.58153
8243,AE,fastly,126.86455
8244,AE,fastly,126.747305
8245,AE,fastly,120.2006
8246,AE,fastly,120.2177
8247,AE,fastly,120.287965
8248,AE,fastly,120.253155
8249,AE,fastly,119.992285
8250,AE,fastly,121.17071
8251,AE,fastly,127.622565
8252,AE,fastly,126.744185
8253,AE,fastly,127.000275
8254,AE,fastly,120.129595
8255,AE,fastly,125.521235
8256,AE,fastly,120.112115
8257,AE,fastly,121.507
8258,AE,fastly,120.33696
8259,AE,fastly,120.1514
8260,AE,fastly,125.554845
8261,AE,fastly,125.502915
8262,AE,fastly,125.50075
8263,AE,fastly,121.38298
8264,AE,fastly,120.532425
8265,AE,fastly,120.43958
8266,AE,fastly,120.043865
8267,AE,fastly,125.54756
8268,AE,fastly,120.09327
8269,AE,fastly,120.2818
8270,AE,fastly,120.141465
8271,AE,fastly,120.229295
8272,AE,fastly,120.437855
8273,AE,fastly,126.10614
8274,AE,fastly,120.454485
8275,AE,fastly,122.628905
8276,AE,fastly,120.669615
8277,AE,fastly,120.60963
8278,AE,fastly,125.668055
8279,AE,fastly,125.67932
8280,AE,fastly,120.443435
8281,AE,fastly,120.753765
8282,AE,fastly,120.543975
8283,AE,fastly,120.537525
8284,AE,fastly,126.06859
8285,AE,fastly,126.02062
8286,AE,fastly,120.440505
8287,AE,fastly,121.21765
8288,AE,fastly,120.576475
8289,AE,fastly,122.47899
8290,AE,fastly,126.09191
8291,AE,fastly,126.15682
8292,AE,fastly,126.065555
8293,AE,fastly,120.761715
8294,AE,fastly,121.41417
8295,AE,fastly,120.66852
8296,AE,fastly,126.13806
8297,AE,fastly,126.043405
8298,AE,fastly,126.114865
8299,AE,fastly,121.142725
8300,AE,fastly,120.711865
8301,AE,fastly,120.713285
8302,AE,fastly,120.42857
8303,AE,fastly,125.868885
8304,AE,fastly,120.405765
8305,AE,fastly,120.68624
8306,AE,fastly,120.829015
8307,AE,fastly,121.610215
8308,AE,fastly,120.554115
8309,AE,fastly,120.320025
8310,AE,fastly,120.471405
8311,AE,fastly,120.72828
8312,AE,fastly,121.061025
8313,AE,fastly,120.798085
8314,AE,fastly,120.828005
8315,AE,fastly,120.966335
8316,AE,fastly,120.768965
8317,AE,fastly,120.511685
8318,AE,fastly,120.39561
8319,AE,fastly,120.617935
8320,AE,fastly,120.54665
8321,AE,fastly,126.48183
8322,AE,fastly,120.339505
8323,AE,fastly,120.920555
8324,AE,fastly,120.592745
8325,AE,fastly,120.54083
8326,AE,fastly,120.606005
8327,AE,fastly,120.750935
8328,AE,fastly,125.944485
8329,AE,fastly,120.806815
8330,AE,fastly,122.150645
8331,AE,fastly,120.905485
8332,AE,fastly,120.4008
8333,AE,fastly,128.842695
8334,AE,fastly,120.45654
8335,AE,fastly,121.56593
8336,AE,fastly,121.671215
8337,AE,fastly,121.53754
8338,AE,fastly,126.04129
8339,AE,fastly,128.96748
8340,AE,fastly,128.89346
8341,AE,fastly,120.89395
8342,AE,fastly,121.67757
8343,AE,fastly,120.678515
8344,AE,fastly,120.737205
8345,AE,fastly,120.602155
8346,AE,fastly,120.68996
8347,AE,fastly,128.96113
8348,AE,fastly,128.999195
8349,AE,fastly,128.89943
8350,AE,fastly,120.63069
8351,AE,fastly,128.90257
8352,AE,fastly,125.90555
8353,AE,fastly,120.615095
8354,AE,fastly,120.681255
8355,AE,fastly,120.72982
8356,AE,fastly,126.0284
8357,AE,fastly,128.73694
8358,AE,fastly,120.234495
8359,AE,fastly,121.168255
8360,AE,fastly,120.76462
8361,AE,fastly,120.516655
8362,AE,fastly,126.00777
8363,AE,fastly,128.908695
8364,AE,fastly,120.47647
8365,AE,fastly,120.718405
8366,AE,fastly,120.62247
8367,AE,fastly,120.77713
8368,AE,fastly,128.9081
8369,AE,fastly,120.451065
8370,AE,fastly,120.454395
8371,AE,fastly,120.78037
8372,AE,fastly,120.56798
8373,AE,fastly,120.65016
8374,AE,fastly,120.389915
8375,AE,fastly,125.741905
8376,AE,fastly,120.41451
8377,AE,fastly,120.759215
8378,AE,fastly,120.62448
8379,AE,fastly,120.744355
8380,AE,fastly,120.804995
8381,AE,fastly,120.70158
8382,AE,fastly,120.40341
8383,AE,fastly,125.76595
8384,AE,fastly,125.674645
8385,AE,fastly,120.32393
8386,AE,fastly,128.712855
8387,AE,fastly,128.62773
8388,AE,fastly,128.62976
8389,AE,fastly,120.935595
8390,AE,fastly,120.64052
8391,AE,fastly,120.50209
8392,AE,fastly,120.552685
